Identifiant DEPCIR (numéro de département suivi du numéro de circonscritption),Intitulé de DEPCIR,Population,Population 0-2 ans,Population 3-5 ans,Population 6-10 ans,Population 11-17 ans,Population 18-24 ans,Population 25-39 ans,Population 40-54 ans,Population 55-64 ans,Population 65-79 ans,Population 80 ans et plus,Population 0-19 ans,Population 20-64 ans,Population 65 ans et plus,Population Hommes,Population Hommes 0-19 ans,Population Hommes 20-64 ans,Population Hommes 65 ans et plus,Population Femmes,Population Femmes 0-19 ans,Population Femmes 20-64 ans,Population Femmes 65 ans et plus,Population française,Population étrangère,Population 15 ans ou plus,Population 15 ans ou plus Agriculteurs exploitants,"Population 15 ans ou plus Artisans, Comm., Chefs entr.","Population 15 ans ou plus Cadres, Prof. intel. sup.",Population 15 ans ou plus Prof. intermédiaires ,Population 15 ans ou plus Employés,Population 15 ans ou plus Ouvriers,Population 15 ans ou plus Retraités ,Population 15 ans ou plus Autres,Population Hommes15 ans ou plus,Population Hommes 15 ans ou plus Agriculteurs exploitants,"Population Hommes15 ans ou plus Artisans, Comm., Chefs entr.","Population Hommes 15 ans ou plus Cadres, Prof. intel. sup.",Population Hommes 15 ans ou plus Prof. intermédiaires ,Population Hommes15 ans ou plus Employés,Population Hommes 15 ans ou plus Ouvriers,Population Hommes 15 ans ou plus Retraités ,Population Hommes 15 ans ou plus Autres,Population Femmes15 ans ou plus,Population Femmes 15 ans ou plus Agriculteurs exploitants,"Population Femmes15 ans ou plus Artisans, Comm., Chefs entr.","Population Femmes 15 ans ou plus Cadres, Prof. intel. sup.",Population Femmes 15 ans ou plus Prof. intermédiaires ,Population Femmes 15 ans ou plus Employés,Population Femmes 15 ans ou plus Ouvriers,Population Femmes 15 ans ou plus Retraités ,Population Femmes 15 ans ou plus Autres,Résidences principales,Population Ménages : Nombre de personnes des ménages,Population ménages : nombre de personnes dans les ménages avec famille(s),Population ménages : Nombre de ménages d'une Personne seule
DEPCIR,DEPCIR INTITULE,P13 pop,P13 pop0002,P13 pop0305,P13 pop0610,P13 pop1117,P13 pop1824,P13 pop2539,P13 pop4054,P13 pop5564,P13 pop6579,P13 pop80p,P13 pop0019,P13 pop2064,P13 pop65P,P13 poph,P13 h0019,P13 h2064,P13 h65p,P13 popf,P13 f0019,P13 f2064,P13 f65p,P13 pop fr,P13 pop etr,P13 Pop15P,C13 Pop15P cs1,C13 Pop15P cs2,C13 Pop15P cs3,C13 Pop15P cs4,C13 Pop15P cs5,C13 Pop15P cs6,C13 Pop15P cs7,C13 Pop15P cs8,C13 H15P,C13 H15P cs1,C13 H15P cs2,C13 H15P cs3,C13 H15P cs4,C13 H15P cs5,C13 H15P cs6,C13 H15P cs7,C13 H15P cs8,C13 F15P,C13 F15P cs1,C13 F15P cs2,C13 F15P cs3,C13 F15P cs4,C13 F15P cs5,C13 F15P cs6,C13 F15P cs7,C13 F15P cs8,P13 rp,C13 pmen,C13 pmen menfam,C13 pmen menseul
4302,Haute-Loire    - 2e circonscription,101180,1905,3121,5463,8048,6544,14993,20949,14878,16406,8873,20758,55143,25280,49494,10656,27998,10840,51686,10102,27145,14440,98757,2423,85756,2887,3696,3673,9878,12933,11907,29183,11601,41492,2150,2610,2251,4528,2452,9818,13124,4560,44264,737,1086,1422,5350,10481,2089,16059,7041,46506,98578,79517,16978
4401,Loire-Atlantique  - 1re circonscription,107850,2474,3446,5524,7513,16594,22978,18891,12422,11705,6302,22628,67215,18007,51606,11660,32853,7093,56244,10968,34362,10914,102157,5692,92050,70,2403,13723,14698,12487,6919,20530,21221,43334,61,1738,8269,6441,3296,5565,8405,9558,48716,9,665,5454,8256,9192,1353,12125,11663,54145,104544,74471,25820
4402,Loire-Atlantique  - 2e circonscription,131724,3215,4007,5819,7790,22017,35276,21291,12486,11859,7963,25208,86693,19822,62672,12286,43113,7274,69051,12923,43581,12548,124211,7513,114321,36,3184,18582,20179,16432,9045,21517,25346,54108,29,2280,10883,9560,4891,7385,8125,10954,60213,7,904,7698,10619,11541,1661,13391,14391,71898,127483,80359,39571
4403,Loire-Atlantique  - 3e circonscription,130505,3632,5164,8600,12356,11257,24466,27967,15590,14696,6776,33317,75716,21472,62352,17054,36792,8507,68153,16263,38924,12966,122957,7549,106050,176,3218,10900,17127,17962,13274,25763,17629,49844,121,2350,6660,8025,3950,10847,10816,7076,56206,55,868,4240,9102,14012,2428,14947,10553,56365,128273,105646,19767
4404,Loire-Atlantique  - 4e circonscription,115001,2772,4350,7223,9982,9808,21150,24501,14440,13655,7119,27317,66910,20775,54612,13982,32424,8206,60389,13335,34485,12569,111870,3132,94936,107,2601,9741,17028,15684,10550,25341,13883,44408,63,1805,6025,8010,3435,8585,10598,5887,50528,44,796,3716,9018,12249,1965,14743,7997,50452,112014,92097,17339
4405,Loire-Atlantique  - 5e circonscription,151788,3969,6460,10972,15548,13559,27705,34031,18457,15152,5936,41173,89528,21088,75042,21036,44822,9184,76746,20137,44705,11904,148334,3455,121077,568,3942,16070,21945,19490,12962,26378,19722,59452,416,3002,10438,10053,3981,10708,12003,8854,61625,153,940,5632,11892,15509,2255,14375,10868,61005,149005,129131,17117
4406,Loire-Atlantique  - 6e circonscription,150726,4361,6988,11571,14822,8967,27730,30784,18293,17861,9348,40907,82610,27210,74752,21077,42022,11653,75974,19830,40588,15556,148134,2592,118865,3026,4079,5820,15541,19182,21998,33328,15892,58332,2105,3038,3714,7668,2880,17370,15188,6368,60533,921,1041,2106,7873,16302,4628,18139,9524,61218,147720,127563,17868
4407,Loire-Atlantique  - 7e circonscription,127407,2779,4406,8220,11268,6999,19474,25247,18273,20765,9976,29018,67647,30742,61477,14930,33579,12968,65930,14088,34069,17774,126461,946,105453,906,4142,5992,13732,16329,14427,36274,13651,50044,676,2835,3853,6757,2638,11769,16357,5159,55409,230,1307,2139,6975,13691,2658,19917,8493,55967,124638,104718,18005
4408,Loire-Atlantique  - 8e circonscription,117956,2830,4521,7764,10692,9453,20971,23948,15401,15037,7339,28710,66870,22376,57084,14836,33231,9017,60872,13874,33639,13359,114345,3611,96553,282,2288,5581,13444,16445,15428,27466,15620,46157,218,1498,3494,6678,3058,12720,12178,6313,50396,64,789,2087,6766,13387,2708,15288,9307,53162,115653,93331,19690
4409,Loire-Atlantique  - 9e circonscription,148647,3801,6247,10741,14593,8794,25256,31460,18953,19567,9235,38653,81191,28802,73106,20021,40626,12459,75541,18632,40566,16343,147510,1137,119264,1449,4811,7078,16627,19240,19570,35462,15027,57976,1086,3374,4434,7918,3146,15676,16417,5926,61287,362,1437,2644,8708,16094,3894,19045,9102,60637,145036,126094,16906
4410,Loire-Atlantique  - 10e circonscription,147016,3871,6142,10986,15296,9963,26015,33515,18685,15593,6951,39836,84637,22544,72723,20355,42521,9847,74293,19481,42116,12696,145686,1330,117397,1283,4324,10317,20297,19535,17374,28754,15514,57306,1042,3118,6784,9381,3558,13736,13258,6429,60091,241,1206,3533,10916,15976,3637,15496,9085,57363,144470,128797,13600
4501,Loiret  - 1re circonscription,112183,2851,4247,6724,9514,12021,19946,21528,14615,13859,6878,26606,64840,20737,53986,13537,31502,8948,58196,13069,33338,11788,104441,7742,92946,316,2466,10368,14479,14126,10134,24372,16685,44109,223,1883,6243,6335,3505,7958,10893,7069,48837,93,582,4125,8145,10622,2176,13479,9616,49150,108573,88375,17757
4502,Loiret  - 2e circonscription,129349,3620,4948,8209,10983,10681,26606,25692,16074,14784,7753,30687,76126,22537,63025,15714,37730,9580,66325,14973,38395,12957,120702,8647,106479,445,2599,10089,17361,18198,14960,26842,15985,51469,376,1849,6022,8179,4640,11434,11876,7092,55010,70,750,4067,9182,13557,3525,14967,8892,56923,126203,102759,20481
4503,Loiret  - 3e circonscription,98801,2444,3719,6568,8846,6246,16240,20216,13485,13851,7187,23695,54068,21038,48592,12231,27115,9247,50209,11465,26953,11791,93937,4864,80654,710,2798,5035,11144,11800,13319,25175,10672,39013,565,1956,3129,5662,2332,9951,11452,3967,41641,145,843,1906,5482,9468,3367,13723,6706,41953,96857,82373,12727
4504,Loiret  - 4e circonscription,109372,2585,4063,7021,9702,7402,17201,21838,14652,16402,8507,25880,58583,24909,52892,13218,28868,10805,56480,12662,29715,14103,102744,6628,90229,748,3119,4317,11076,14121,14274,29157,13416,43073,615,2166,2637,5405,2764,11085,13274,5126,47156,133,953,1680,5672,11357,3189,15882,8290,47856,107207,88916,16080
4505,Loiret  - 5e circonscription,107838,2969,4557,7479,10195,7243,19006,22642,13811,12839,7095,27502,60402,19934,53025,14197,30148,8680,54813,13305,30254,11254,101237,6601,86708,1148,2527,4971,11747,14397,16379,23836,11702,42003,902,1769,2956,5737,2893,12444,10853,4449,44706,246,758,2015,6010,11504,3936,12984,7253,44375,106141,91259,12893
4506,Loiret  - 6e circonscription,108044,2923,4436,7305,9441,9783,21213,21817,12698,12660,5768,26975,62641,18427,52970,14011,30894,8065,55074,12965,31747,10362,100728,7316,87606,257,2595,8952,14183,13716,12263,21693,13946,42222,224,1822,5355,6772,3371,9395,9726,5557,45384,33,773,3598,7410,10345,2869,11968,8389,46792,106211,87710,16331
4601,Lot    - 1re circonscription,90963,1532,2559,4544,6954,5168,12161,18327,14588,16321,8810,17459,48372,25132,43818,8924,23753,11142,47145,8535,24619,13990,85784,5179,78239,1785,3906,3946,8916,11915,8448,29158,10165,37402,1204,2759,2361,3926,2677,6774,13370,4331,40837,581,1147,1585,4990,9238,1674,15788,5834,42477,88788,71588,14908
4602,Lot    - 2e circonscription,82795,1422,2256,4220,6157,4681,11535,16794,12375,14860,8495,15663,43777,23355,40410,7928,22133,10349,42385,7735,21644,13006,79973,2822,71225,2257,3777,3604,7688,9455,9250,26342,8852,34463,1613,2608,1976,3417,1929,7306,12060,3554,36761,644,1169,1628,4271,7526,1944,14282,5298,38611,80366,64697,13687
4701,Lot-et-Garonne    - 1re circonscription,124321,2741,4129,7083,9916,9341,21374,25570,16629,17489,10049,26718,70065,27538,59440,13620,34170,11650,64881,13097,35895,15888,118709,5612,104737,1240,3883,6220,14594,18034,13735,31166,15865,49440,847,2781,3596,6834,4363,10949,13883,6187,55297,393,1102,2624,7760,13671,2787,17283,9678,56548,120164,96073,20998
4702,Lot-et-Garonne    - 2e circonscription,106250,2098,3258,5737,8471,6427,15360,20945,15619,18314,10021,21822,56093,28335,51530,11319,27688,12523,54720,10503,28406,15812,98405,7845,90338,2189,3958,3225,8652,12785,14455,32168,12906,43282,1538,2696,1983,3973,2319,10996,14844,4932,47056,651,1261,1243,4679,10465,3459,17324,7974,47560,103668,85240,15647
4703,Lot-et-Garonne    - 3e circonscription,102609,2025,3150,5675,8298,5790,14458,20039,15086,18083,10006,21127,53393,28088,49618,10893,26293,12431,52991,10234,27100,15657,96462,6147,87142,2244,3956,3140,8551,12453,11678,32412,12708,41960,1573,2717,1854,3926,2492,9391,15190,4818,45182,671,1239,1286,4625,9961,2287,17222,7890,46008,100605,83048,15108
4801,Lozère  - Circonscription unique ,76607,1414,2308,4216,5849,5320,11918,16014,11107,11938,6523,15526,42620,18461,38180,7974,21924,8282,38427,7552,20696,10179,73788,2819,65490,3248,3002,2808,7912,10093,7143,21499,9786,32428,2358,2134,1560,3412,2357,6105,9814,4688,33063,890,868,1248,4500,7735,1039,11685,5098,34337,72207,57443,12899
4901,Maine-et-Loire    - 1re circonscription,126468,2869,4107,6921,10383,19173,24150,22281,14080,13956,8548,28680,75283,22505,59712,14286,36516,8910,66756,14394,38766,13595,120797,5670,106537,564,2805,10039,15234,16122,13129,25768,22875,49532,439,1998,5872,7195,3889,10187,10551,9403,57005,125,807,4167,8040,12233,2942,15218,13472,60353,122141,90171,26855
4902,Maine-et-Loire    - 2e circonscription,123822,3182,4972,8098,11606,10382,20949,25255,16220,15607,7551,31222,69443,23157,59569,16048,33752,9768,64254,15173,35691,13390,119499,4324,100956,1096,2954,7324,14972,16850,14363,28063,15334,47898,833,2241,4493,6898,3574,11134,12274,6451,53058,263,714,2830,8073,13277,3229,15789,8883,53187,121280,101065,17741
4903,Maine-et-Loire    - 3e circonscription,97657,2535,3987,7030,9479,5979,16229,19837,12514,12879,7188,25094,52495,20068,48257,12975,26380,8901,49401,12118,26115,11167,96327,1330,78688,1522,3022,3491,8993,12075,15475,24078,10031,38256,1094,2071,2101,4444,2139,11392,10995,4019,40432,428,951,1389,4549,9936,4083,13083,6012,40127,95648,82984,11237
4904,Maine-et-Loire    - 4e circonscription,103907,2607,4255,7163,9868,6965,17852,20967,12813,13277,8140,26079,56411,21417,51014,13256,28616,9141,52893,12823,27794,12276,102401,1505,84649,2176,3102,4153,10290,13838,14823,25416,10851,41345,1729,2229,2550,5074,2716,11454,11382,4211,43305,446,874,1603,5216,11122,3369,14034,6640,43491,100858,85496,13450
4905,Maine-et-Loire    - 5e circonscription,107732,2817,4297,7538,9960,8140,19451,21801,13848,13616,6264,27132,60720,19881,52882,13888,30449,8545,54850,13244,30271,11336,103769,3963,87297,962,2698,5074,12422,13313,16956,24638,11233,42350,803,1960,3257,6091,2246,12616,11061,4316,44947,160,737,1817,6332,11068,4340,13576,6917,45786,105737,89715,14432
4906,Maine-et-Loire    - 6e circonscription,132070,3675,5615,9403,11925,11856,24658,26029,16196,14776,7937,34039,75318,22713,64750,17392,37727,9631,67320,16647,37591,13082,129921,2149,106305,1828,3395,6805,14241,17610,19234,27771,15420,51282,1415,2487,4226,6979,2990,14791,12253,6141,55023,413,908,2579,7262,14621,4443,15518,9279,54160,128075,109371,16504
4907,Maine-et-Loire    - 7e circonscription,108535,2967,4494,7488,10185,9841,19798,21022,13070,12572,7098,28069,60797,19669,53012,14278,30350,8385,55523,13791,30447,11284,106932,1603,87675,1643,2714,6206,12431,13744,14119,23513,13305,42541,1223,1990,3775,5797,2993,10630,10455,5679,45133,420,724,2431,6634,10751,3489,13058,7626,45714,105444,88396,14868
5001,Manche  - 1re circonscription,117068,2687,4118,7110,9909,8399,19472,23346,16197,16356,9473,26542,64697,25830,57001,13595,32549,10857,60067,12947,32148,14972,115151,1917,97282,2127,3475,4126,11431,15554,16042,31581,12946,46836,1496,2440,2314,5518,2797,13036,13730,5505,50446,631,1035,1812,5913,12757,3006,17851,7441,52001,114366,94512,17717
5002,Manche  - 2e circonscription,123523,2339,3758,6763,9915,7507,17699,23850,17750,21424,12519,25332,64249,33943,59618,12780,32420,14418,63905,12551,31829,19524,120979,2544,105220,2871,4114,4093,10624,15404,16082,39338,12694,50290,1885,2783,2482,4921,2776,12843,17203,5395,54930,986,1331,1611,5703,12627,3238,22135,7299,56739,120154,97658,20064
5003,Manche  - 3e circonscription,137729,2983,4519,8277,12199,8619,20744,28509,19331,21382,11165,31013,74168,32547,67665,15825,37738,14102,70064,15189,36430,18445,135826,1903,115147,2766,4510,4909,12957,17359,17893,39624,15130,56045,1955,2961,2959,6542,2742,14778,18118,5990,59102,811,1549,1950,6414,14617,3116,21505,9140,60148,135017,113754,19077
5004,Manche  - 4e circonscription,121599,2613,4044,7004,11068,9580,20860,26273,16691,15414,8053,27764,70369,23467,59706,14345,35727,9634,61893,13419,34641,13833,119743,1856,101623,769,2468,6400,15056,17554,13534,28978,16864,49359,558,1459,4110,8120,4004,11163,13196,6749,52264,211,1008,2290,6936,13550,2371,15782,10115,54939,119026,96702,19939
5101,Marne  - 1re circonscription,113416,2894,4053,6344,8815,14947,24144,21199,13184,11789,6048,25535,70044,17837,54747,13111,34525,7111,58670,12425,35519,10726,108524,4892,95295,440,2394,8988,14359,16713,12504,20673,19224,45410,305,1754,5263,6850,4109,10284,8808,8037,49885,135,640,3725,7509,12604,2221,11865,11187,53901,110784,84567,22993
5102,Marne  - 2e circonscription,116181,3051,4203,6968,9301,14305,22204,22107,14344,13266,6431,27124,69359,19698,55344,13726,33470,8148,60837,13398,35889,11550,109436,6745,96775,1482,2776,9503,13659,14308,11545,22967,20535,45429,884,2041,5319,6239,3552,9160,9959,8276,51346,598,735,4184,7420,10757,2385,13008,12260,54164,114300,88705,21979
5103,Marne  - 3e circonscription,114378,2694,4146,7037,9761,8827,20479,23876,15711,14448,7399,26245,66286,21847,55046,13360,32630,9056,59333,12885,33656,12792,109991,4387,94838,3295,2835,4940,11267,15032,17257,25932,14281,45105,2022,1932,2964,5305,2830,13290,11371,5390,49733,1273,903,1976,5962,12201,3967,14561,8890,50251,111686,92444,16982
5104,Marne  - 4e circonscription,121265,3140,4712,7760,10155,11016,23048,24150,15457,15077,6750,28747,70691,21827,59927,14834,35821,9272,61338,13912,34870,12556,117298,3967,99529,1304,2432,5829,11961,19785,14983,25797,17437,48487,998,1675,3462,5801,6162,11798,11702,6890,51042,306,758,2368,6160,13622,3185,14096,10547,52520,115868,95127,18695
5105,Marne  - 5e circonscription,104758,2411,3717,6653,9494,6428,16686,22844,15368,14209,6948,24441,59160,21157,51746,12504,29880,9362,53012,11936,29280,11796,102955,1803,86428,3207,2691,3865,9870,12812,15794,25647,12543,42314,2205,1825,2409,4630,2167,12426,12170,4481,44114,1002,866,1456,5239,10645,3368,13477,8062,44464,103158,88755,12753
5201,Haute-Marne    - 1re circonscription,95472,1884,2933,5075,7565,6785,15303,19466,13999,14590,7871,19528,53483,22461,46902,9968,27155,9779,48570,9560,26328,12682,93244,2228,81195,1520,2562,3629,9049,13318,13162,26739,11216,39698,1185,1860,2123,4256,3266,10381,12337,4288,41497,335,701,1506,4792,10052,2780,14402,6928,44210,92670,74326,16355
5202,Haute-Marne    - 2e circonscription,86049,1929,2906,5116,7336,5728,14174,17404,12411,12596,6450,19004,48000,19046,42154,9702,24299,8153,43895,9301,23700,10893,83672,2377,71620,930,1897,2430,7395,11740,12823,22332,12074,34770,780,1273,1490,3673,2617,10564,10190,4184,36850,151,624,940,3722,9123,2259,12142,7889,37847,83856,69521,12733
5301,Mayenne  - 1re circonscription,102262,2385,3837,6507,9265,8435,17061,20107,13873,13321,7471,24682,56788,20792,49867,12560,28469,8838,52395,12122,28319,11954,98938,3325,84367,1365,2149,5187,11138,12679,13825,25616,12408,40927,962,1581,3099,5472,2566,10379,11246,5623,43440,404,568,2088,5666,10114,3446,14369,6785,45628,99429,80820,16618
5302,Mayenne  - 2e circonscription,106423,2810,4269,7594,10625,7289,17896,21829,12953,13499,7658,27722,57544,21157,52588,14290,29025,9273,53835,13432,28518,11885,104756,1667,85229,2843,2803,4211,11065,12801,15680,25320,10507,41772,1846,2005,2711,5326,2153,11837,11278,4616,43457,998,799,1500,5738,10648,3843,14042,5890,44658,104345,88968,13820
5303,Mayenne  - 3e circonscription,98815,2505,3887,6786,8988,6289,16151,19615,12973,13174,8447,24233,52961,21621,48996,12450,27126,9420,49819,11784,25834,12201,96817,1998,80485,3584,2810,2755,8494,11667,15304,26944,8927,39738,2267,2006,1598,4099,2007,11770,12134,3858,40747,1317,804,1157,4395,9659,3535,14810,5069,41530,96244,82214,12695
5401,Meurthe-et-Moselle  - 1re circonscription,130335,2659,3796,5886,8849,20333,28356,23373,15136,14469,7478,25120,83267,21947,61684,12593,40442,8648,68651,12527,42824,13300,123161,7174,112902,103,2944,13155,17983,18233,9863,25023,25597,52917,73,2198,7711,8184,5074,8287,10438,10953,59984,31,746,5443,9799,13159,1576,14586,14645,66344,126085,88367,31949
5402,Meurthe-et-Moselle  - 2e circonscription,113434,2304,3289,5260,7689,18973,20948,19314,14040,14453,7165,22909,68907,21618,53378,11571,33184,8623,60057,11338,35723,12995,105076,8358,98245,42,2023,11667,14196,13865,7802,23923,24727,45661,27,1474,6720,6576,3612,6468,9848,10937,52584,15,549,4947,7621,10254,1334,14075,13790,56064,108238,77315,26412
5403,Meurthe-et-Moselle  - 3e circonscription,124848,3031,4629,7927,10139,8385,23542,26439,16178,15808,8770,28285,71985,24578,60615,14666,35777,10172,64233,13619,36208,14406,112175,12673,103783,461,2511,3878,11841,19345,18797,26091,20860,49593,343,1675,2537,6006,4283,15524,12938,6287,54190,118,835,1341,5835,15062,3273,13153,14573,54284,122883,101762,17832
5404,Meurthe-et-Moselle  - 4e circonscription,131544,2949,4794,8491,12196,10250,21984,27213,18118,17242,8307,31637,74358,25549,64434,16444,37098,10891,67110,15193,37259,14658,129002,2542,107813,853,3056,5825,14686,19398,15564,30879,17553,52245,677,2230,3692,7209,4267,13169,14228,6774,55568,176,825,2133,7477,15131,2395,16651,10780,54579,128484,110130,16063
5405,Meurthe-et-Moselle  - 5e circonscription,107464,2603,4306,7343,10267,8084,19683,22876,14079,12475,5749,27044,62196,18224,53524,13830,31671,8024,53940,13215,30525,10200,105032,2432,87686,752,2717,5607,13684,16288,12373,21927,14337,43422,618,2014,3525,6539,3990,10659,10292,5786,44263,134,703,2083,7146,12298,1714,11634,8551,42679,104676,91795,11104
5406,Meurthe-et-Moselle  - 6e circonscription,123379,2997,4673,7669,10809,9758,22504,25724,16402,15317,7527,29022,71514,22843,60493,14931,35858,9705,62886,14092,35656,13139,117817,5562,101699,507,2763,5340,13833,17608,16350,26552,18747,49573,395,2007,3296,7116,3493,13596,12763,6906,52126,112,755,2044,6717,14115,2754,13789,11841,51227,120399,102763,15119
5501,Meuse  - 1e circonscription,105806,2279,3492,6264,9471,7155,17317,22079,15853,14409,7486,23749,60163,21894,52275,12383,30612,9280,53531,11366,29551,12614,103397,2409,88543,1400,2675,3851,10095,15248,14630,26724,13920,43485,1120,1810,2226,4821,3705,12150,12185,5468,45058,280,865,1625,5274,11543,2481,14539,8451,46537,102994,85226,15667
5502,Meuse  - 2e circonscription,86288,2065,3117,5218,7501,6618,15510,17189,11507,11309,6253,19812,48914,17562,42631,10139,25032,7460,43657,9673,23882,10102,82679,3609,71635,1603,2034,2808,7826,12817,12374,19714,12459,35335,1188,1412,1703,3682,3419,10385,9159,4387,36299,415,622,1105,4144,9398,1989,10555,8072,37115,83212,68841,12631
5601,Morbihan  - 1re circonscription,132355,2506,3776,7002,10760,11169,19872,25742,18743,23111,9675,27442,72127,32786,62677,14009,34820,13848,69678,13434,37307,18938,129326,3029,112836,751,4415,8725,14652,17190,10776,38450,17877,52904,554,3060,5258,6652,4241,8868,16813,7459,59932,197,1355,3467,7999,12949,1908,21637,10419,63377,128668,100230,25406
5602,Morbihan  - 2e circonscription,124604,2667,4224,7748,10531,6804,19287,25885,17915,20180,9364,27622,67439,29544,59974,14179,33274,12520,64630,13442,34165,17023,123214,1390,103898,985,5195,5896,13157,15797,12899,35673,14296,49334,701,3504,3537,6229,3109,10346,16246,5662,54564,284,1691,2359,6928,12687,2554,19427,8634,55952,122303,101130,18932
5603,Morbihan  - 3e circonscription,120470,2983,4781,8211,11410,7991,20870,25825,15539,15059,7801,30146,67464,22860,59361,15479,34239,9643,61109,14667,33225,13218,118303,2167,97554,2184,3830,4498,12782,15904,17738,27486,13132,47348,1615,2686,2713,6316,2939,13550,12034,5496,50206,570,1144,1784,6466,12966,4188,15452,7636,50743,117551,99438,16137
5604,Morbihan  - 4e circonscription,137675,3287,5350,9181,12118,7995,22607,28038,18888,19921,10291,32708,74756,30212,68195,16840,38271,13084,69480,15868,36485,17128,135077,2598,112693,2479,4165,4846,12673,16323,20895,37284,14029,55002,1752,2684,3058,6292,2715,15891,16918,5692,57692,727,1481,1788,6381,13607,5004,20366,8336,58680,133867,112992,18565
5605,Morbihan  - 5e circonscription,108311,2059,3176,5439,8273,10249,17997,21060,14856,16103,9100,21710,61398,25203,51651,11401,30488,9762,56660,10310,30910,15441,104740,3571,93092,121,2886,6427,11842,14247,11009,29043,17517,43574,98,1975,3954,5792,3446,8804,12175,7329,49519,23,911,2474,6050,10801,2205,16868,10187,54791,105747,77458,25336
5606,Morbihan  - 6e circonscription,114363,2423,3810,7038,10289,7007,17521,24707,16288,16795,8485,26080,63003,25280,56188,13264,32083,10841,58175,12816,30920,14439,112115,2248,95217,1976,3329,4506,11662,14252,14535,31383,13574,46487,1361,2288,2895,5734,2872,11556,14367,5414,48730,615,1041,1611,5928,11381,2979,17016,8159,49597,111829,94034,15980
5701,Moselle  - 1re circonscription,124229,2892,4363,7098,10080,11119,24392,26327,15861,15128,6969,27489,74643,22097,60180,14121,36762,9297,64049,13368,37880,12800,116916,7313,103925,60,2711,9241,15635,18810,13927,24147,19394,49720,46,1929,5650,7722,4245,11627,11470,7031,54206,14,782,3591,7914,14565,2300,12677,12362,54154,121510,100411,18301
5702,Moselle  - 2e circonscription,109288,2418,3770,6576,9326,10696,19683,22793,15071,13292,5663,24971,65362,18955,53698,12895,32702,8101,55590,12076,32660,10855,103644,5645,90818,192,2721,7869,13463,15772,10337,22245,18220,44114,167,2037,4965,6061,4065,8692,10220,7907,46704,24,684,2904,7402,11707,1644,12024,10313,45582,105143,88233,14712
5703,Moselle  - 3e circonscription,108770,2501,3583,5938,7945,11068,23012,21240,14533,13271,5679,22712,67108,18950,53208,11833,33357,8018,55562,10879,33751,10933,102905,5865,92237,261,2230,9200,14737,16225,10810,21233,17540,44650,204,1681,5657,6837,4221,9082,9759,7210,47587,57,549,3543,7899,12005,1728,11475,10331,49688,104193,81723,19645
